Seller,Seller URL,Business Name,Business Address,Brand,Product Name,Price (USD),Number of Ratings,Customer Rating,product url,Best Sellers Rank,Category Rank,Search input,Total Results,ASIN,Selected Size,Selected Size ASIN,Date Scraped,Week Scraped,Package Dimensions,Item model number,Department
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",,Jordan 12 Retro 'Melo' University Blue/White (CT8013 112) Size 9.5,,,,https://www.amazon.com/dp/B0F9TZPC9J,"#457797 in Clothing, Shoes & Jewelry",#249 in Men's Basketball Shoes,Jordan sneakers,5000,B0F9TZPC9J,,,13-01-2026,12-01-2026,,CT8013 112,mens
Time for Deals,https://www.amazon.com/sp?seller=A27ID6XD9I40WB,"Enego, Inc","1152 Lake Baldwin Ln, Orlando, Florida, 32814, US",Nike,Nike Men's Ja 2 Nightmare Basketball Shoes,92.93,,4.6,https://www.amazon.com/Basketball-Shoes-FD7328-100-Coconut-Apricot/dp/B0DVSH5M49/ref=sr_1_47?dib=eyJ2IjoiMSJ9.cCk7OP_LiM3N207vY8b2G5DzBDSdVQVsNJGhx-Pqc_HueJRDXgJnNUW9IzWNy39lqxojaGFEr-3bpKfgCFDknGPnNZuuv6iTqsaUdjd5spprVd-LVrCpIs9rylKIy58lw-g_nHw_yfsmgukbBrGeOvnQt9lhIxcIqKld_MaVpENK_rvZpyaOgZz01FwtEq5phKy42Idz1kjbIz368Uoxz1_SpQNQmiO3Zj2ySYdpt3USJDik68mQaFlwkd4FVb9VQYZdv7_d4H7p_U81ox6w8pthYDaMFtI7cvlG3rOKsUE.h5JQvWQaAIvm3MWqqhLEl5fYRrhwzgFNhV_uBwfaxYg&dib_tag=se&keywords=Jordan+sneakers&qid=1768304202&sr=8-47,"#38388 in Clothing, Shoes & Jewelry",#13 in Men's Basketball Shoes,Jordan sneakers,5000,B0DVSH5M49,,,13-01-2026,12-01-2026,,HQ2638-600,mens
KAVMSH,https://www.amazon.com/sp?seller=A2H1JD33RD3F7I,KAVMSH LLC,"2757 e riata alley, EAGLE MOUNTAIN, UT, 84005, US",Nike,"Jordan Flight Court Men's Shoes (HF3255-001, Black/Gum Medium Brown/Varsity Red)",90,,4.7,https://www.amazon.com/dp/B0DVHY4KPK,"#157902 in Clothing, Shoes & Jewelry",#771 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DVHY4KPK,7.5,B0DVHY4KPK,13-01-2026,12-01-2026,,HF3255-001,mens
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",,Jordan 12 Retro 'Melo' University Blue/White (CT8013 112) Size 10,,,,https://www.amazon.com/dp/B0F9TXG4GT,"#875622 in Clothing, Shoes & Jewelry",#496 in Men's Basketball Shoes,Jordan sneakers,5000,B0F9TXG4GT,,,13-01-2026,12-01-2026,,CT8013 112,mens
Ever Onwards Store,https://www.amazon.com/sp?seller=AF4GO035LHAA2,Ever Onwards LLC,"220 CAMPUS LN STE 140, FAIRFIELD, CA, 94534-2001, US",Nike,Nike Spizike Low Mens Lifestyle Shoes (Black/Green/Red/White),132.92,,4.9,https://www.amazon.com/dp/B0FB11GZNC,"#296484 in Clothing, Shoes & Jewelry",#355 in Men's Basketball Shoes,Jordan sneakers,5000,B0FB11GZNC,8,B0FB11GZNC,13-01-2026,12-01-2026,,FQ1759,mens
Voadera,https://www.amazon.com/sp?seller=A3E9SVC4GWPUCM,EisaBooks,"11592 K-Tel Drive, Minnetonka, MN, 55343, US",Jordan,Jordan Men's Luka 2 Black/White-Volt (DX8733 017),126.6,,4.4,https://www.amazon.com/dp/B0CWYJKJ8L,"#603066 in Clothing, Shoes & Jewelry",#332 in Men's Basketball Shoes,Jordan sneakers,5000,B0CWYJKJ8L,8.5,B0CWYJKJ8L,13-01-2026,12-01-2026,,DX8733-017,mens
ContinentalVentures,https://www.amazon.com/sp?seller=A2855ZHAXWNNHM,WCS LLC,"2555 NW NICOLAI ST, 2555 NW NICOLAI ST, portland, OR, 97210, US",Jordan,Jordan Little Kid's 1 Retro High OG 'Satin Shadow' (FD5304 010),90.11,,4.8,https://www.amazon.com/dp/B0FGWRTS28,"#536829 in Clothing, Shoes & Jewelry",#1467 in Boys' Sneakers,Jordan sneakers,5000,B0FGWRTS28,10.5 Little Kid,B0FGWRTS28,13-01-2026,12-01-2026,,FD5304 010,boys
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Jordan,"Air Jordan 3 Retro ""Black Cat"" (Toddler)",65,,,https://www.amazon.com/dp/B0F9HFXR3T,"#982900 in Clothing, Shoes & Jewelry",#156 in Baby Boys' Shorts,Jordan sneakers,5000,B0F9HFXR3T,3 Toddler,B0F9HFXR3T,13-01-2026,12-01-2026,,DM0968 101,baby-boys
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Jordan,Preschool Jordan 1 Retro High OG 'Black Toe Reimagined',120,,4.3,https://www.amazon.com/dp/B0DXCNN8C4,"#923187 in Clothing, Shoes & Jewelry",#2191 in Boys' Sneakers,Jordan sneakers,5000,B0DXCNN8C4,11 Little Kid,B0DXCNN8C4,13-01-2026,12-01-2026,,FD1412 106,unisex-child
ISOMETRIX L.L.C,https://www.amazon.com/sp?seller=A1EK7LD4ZSCFPB,ISOMETRIX LLC,"1048 Treeline Drive, Allentown, Pennsylvania, 18103, US",Nike,Jordan 1 Mid Barons in White/Light Smoke Grey/Black,131.18,,4.8,https://www.amazon.com/dp/B0FHBZDB1C,"#562884 in Clothing, Shoes & Jewelry",#1517 in Boys' Sneakers,Jordan sneakers,5000,B0FHBZDB1C,12 Little Kid,B0FHBZDB1C,13-01-2026,12-01-2026,,DQ8424-101,mens
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Jordan,Jordan Big Kid's 1 Retro High OG Artisanal Red Wht/Team Red (FD1437 160),94.97,,4.6,https://www.amazon.com/dp/B0D2JLRGSY,"#466846 in Clothing, Shoes & Jewelry",#120 in Boys' Basketball Shoes,Jordan sneakers,5000,B0D2JLRGSY,5.5 Big Kid,B0D2JLRGSY,13-01-2026,12-01-2026,,FD1437 160,boys
G G Corp,https://www.amazon.com/sp?seller=A14TKETW280CV6,Glenalla Group Corp.,"58 Glenalla Pl, Castle Rock, CO, 80108-9026, US",Nike,"Air Jordan 1 Low SE Men's Shoes (HJ5999-400, Glacier Blue/Summit White/Guava Ice/Sea Glass)",110,,4.4,https://www.amazon.com/dp/B0F69222ML,"#263276 in Clothing, Shoes & Jewelry",#129 in Men's Basketball Shoes,Jordan sneakers,5000,B0F69222ML,7,B0F69222ML,13-01-2026,12-01-2026,,HJ5999-400,mens
Firelight Home,https://www.amazon.com/sp?seller=A1E9FT1UFOTH9W,Firelight LLC,"906 N James Ave, EAST WENATCHEE, WA, 98802, US",Nike,"Jordan Flight Court Men's Shoes (HF3255-004, Neutral Grey/White/Gum Light Brown/Midnight Navy)",97.35,,3.9,https://www.amazon.com/dp/B0F33TH5YW,"#284454 in Clothing, Shoes & Jewelry",#1433 in Men's Fashion Sneakers,Jordan sneakers,5000,B0F33TH5YW,7.5,B0F33TH5YW,13-01-2026,12-01-2026,,HF3255-004,mens
GameTime Gear,https://www.amazon.com/sp?seller=A3DHB3PBI6NNQG,Jersey Flipping,"542 BERLIN CROSS KEYS RD STE 3, SICKLERVILLE, NJ, 08081-4367, US",Nike,Nike Men's Jordan Spizike Low Shoes,199.99,,4,https://www.amazon.com/dp/B0F4XZ1RFG,"#357009 in Clothing, Shoes & Jewelry",#1857 in Men's Fashion Sneakers,Jordan sneakers,5000,B0F4XZ1RFG,9.5,B0F4XZ1RFG,13-01-2026,12-01-2026,,FQ1759-140,mens
Ever Onwards Store,https://www.amazon.com/sp?seller=AF4GO035LHAA2,Ever Onwards LLC,"220 CAMPUS LN STE 140, FAIRFIELD, CA, 94534-2001, US",Nike,Nike Kid's Air Jordan 1 Low OG Sneaker,81,,4.1,https://www.amazon.com/dp/B0DM5GBSZT,"#655282 in Clothing, Shoes & Jewelry",#171 in Boys' Basketball Shoes,Jordan sneakers,5000,B0DM5GBSZT,5.5 Big Kid,B0DM5GBSZT,13-01-2026,12-01-2026,,,boys
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Jordan,Preschool Jordan 4 Retro 'Platinum Gold' - FZ8586-070,85.45,,4.2,https://www.amazon.com/dp/B0DNBQNH9G,"#356413 in Clothing, Shoes & Jewelry",#91 in Boys' Basketball Shoes,Jordan sneakers,5000,B0DNBQNH9G,10.5 Little Kid,B0DNBQNH9G,13-01-2026,12-01-2026,,FZ8586 070,baby-boys
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Nike,White / Black Nike Air Jordan 1 Mid,,,4.7,https://www.amazon.com/dp/B0CQW14NP6,"#517542 in Clothing, Shoes & Jewelry",#2809 in Men's Fashion Sneakers,Jordan sneakers,5000,B0CQW14NP6,9.5,B0CQW14NP6,13-01-2026,12-01-2026,,,mens
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Nike,"Air Jordan 1 Retro Low LNY Men's Shoes (HF3144-100, Summit White/Photon Dust/Barely Green/Summit White)",,,4.7,https://www.amazon.com/dp/B0DVJDCC21,"#1005661 in Clothing, Shoes & Jewelry",#5684 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DVJDCC21,8.5,B0DVJDCC21,13-01-2026,12-01-2026,,HF3144-100,mens
Voadera,https://www.amazon.com/sp?seller=A3E9SVC4GWPUCM,EisaBooks,"11592 K-Tel Drive, Minnetonka, MN, 55343, US",Nike,Nike Men's Jordan Nu Retro 1 Low Shoes,,,4.4,https://www.amazon.com/Sneaker-Varsity-Black-White-Footwear-Numeric/dp/B0DLGZM5JB/ref=sr_1_124?dib=eyJ2IjoiMSJ9.8pYHbhF7Tve63DQ7lfxlKqEs5oV-9iLwjqNctxxT0CxmYKdne-bimDkRAhNBmzHCEU1iAPgb-YZOZEaSFWeh0LdwGNZJUdyp8XeIV7hTjSTTiksP0m9Jce8Xi206YPjAWb4Oqgj0WW7-C7MP30hSKsL0Cy0qyrj2DcRmp_Fkp3dg2CmhmXoke5WM2Bbo1k646J86scqhJuOVJV_XxAEASkn0cdlEItnQzTmS0X1OrfI5eNk0cbRhGpzbwjyCeZydsowKTktlmPMq8NV-CxC2iyFi5YnJVZ1z9V31ndRVsIM.awqTnhhNBaDt7AsWDuBlIzLIX6dorXOHJukb3fFAY5k&dib_tag=se&keywords=Jordan+sneakers&qid=1768304236&sr=8-124&xpid=r9i7FXe0lZNKX,"#642208 in Clothing, Shoes & Jewelry",#371 in Men's Basketball Shoes,Jordan sneakers,5000,B0DLGZM5JB,12,B0DLGZM5JB,13-01-2026,12-01-2026,,DV5141 401,mens
tzj distribution,https://www.amazon.com/sp?seller=A13I1DYHPNXTQO,Trending wear LLC,"2794 Three Lakes Rd SE Ste 150, STE 150, ALBANY, OR, 97322, US",Nike,Air Jordan 12 Retro (White/University Blue),,,4.8,https://www.amazon.com/Jordan-Retro-White-University-Blue/dp/B0F9TYZNWP/ref=sr_1_135?dib=eyJ2IjoiMSJ9.8pYHbhF7Tve63DQ7lfxlKqEs5oV-9iLwjqNctxxT0CxmYKdne-bimDkRAhNBmzHCEU1iAPgb-YZOZEaSFWeh0LdwGNZJUdyp8XeIV7hTjSTTiksP0m9Jce8Xi206YPjAWb4Oqgj0WW7-C7MP30hSKsL0Cy0qyrj2DcRmp_Fkp3dg2CmhmXoke5WM2Bbo1k646J86scqhJuOVJV_XxAEASkn0cdlEItnQzTmS0X1OrfI5eNk0cbRhGpzbwjyCeZydsowKTktlmPMq8NV-CxC2iyFi5YnJVZ1z9V31ndRVsIM.awqTnhhNBaDt7AsWDuBlIzLIX6dorXOHJukb3fFAY5k&dib_tag=se&keywords=Jordan+sneakers&qid=1768304236&sr=8-135&xpid=r9i7FXe0lZNKX,#416107 in Sports & Outdoors,#267 in Sports Fan Sneakers,Jordan sneakers,5000,B0F9TYZNWP,,,13-01-2026,12-01-2026,,CT8013 112,mens
NATURAL SHOES,https://www.amazon.com/sp?seller=A3211FPPS63ST7,"LETUSTO, INC.","23B Roland Ave., Mt Laurel, NJ, 08054, US",Nike,Nike Men's Air Jordan 1 Mid Shoes,,,4.8,https://www.amazon.com/dp/B0DV7H1Y2S,"#498715 in Clothing, Shoes & Jewelry",#368 in Men's Basketball Shoes,Jordan sneakers,5000,B0DV7H1Y2S,7,B0DV7H1Y2S,13-01-2026,12-01-2026,,DQ8426 067,mens
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Jordan,Jordan Little Kid's 4 Retro 'White Thunder' (FV4537 001),,,4.7,https://www.amazon.com/dp/B0DN8ZYCC5,"#487639 in Clothing, Shoes & Jewelry",#126 in Boys' Basketball Shoes,Jordan sneakers,5000,B0DN8ZYCC5,12 Little Kid,B0DN8ZYCC5,13-01-2026,12-01-2026,,FV4537 001,boys
Ever Onwards Store,https://www.amazon.com/sp?seller=AF4GO035LHAA2,Ever Onwards LLC,"220 CAMPUS LN STE 140, FAIRFIELD, CA, 94534-2001, US",Jordan,"Jordan Max Aura 7 Men's Shoes (HQ2091-106, White/White-Gym Red-Black)",171.99,,4.3,https://www.amazon.com/dp/B0FKL5DCBM,"#463485 in Clothing, Shoes & Jewelry",#2498 in Men's Fashion Sneakers,Jordan sneakers,5000,B0FKL5DCBM,8,B0FKL5DCBM,13-01-2026,12-01-2026,,HQ2091-106,mens
Esler Transportation llc,https://www.amazon.com/sp?seller=A199G001PEUW5L,esler ferrus,"5118 coppermill cir, INDIANAPOLIS, IN, 46254, US",,Jordan 4 Retro Mens Shoes,,,,https://www.amazon.com/dp/B0CHM51HYW,"#997522 in Clothing, Shoes & Jewelry",#569 in Men's Basketball Shoes,Jordan sneakers,5000,B0CHM51HYW,,,13-01-2026,12-01-2026,,DH6927,unisex-adult
ANI COMMERCE,https://www.amazon.com/sp?seller=A2R04QTOH6NY8S,ANI COMMERCE LLC,"1207 Delaware Ave, #2991, Wilmington, DE, 19806, US",Nike,Air Jordan 4 RM Women's Shoes (Hemp/Sail/Light Orewood Brown),,,,https://www.amazon.com/dp/B0FHBZDPGC,#519560 in Sports & Outdoors,#355 in Sports Fan Sneakers,Jordan sneakers,5000,B0FHBZDPGC,6,B0FHBZDPGC,13-01-2026,12-01-2026,,FQ7940-202,womens
PLVSVLTRAGROUP LLC,https://www.amazon.com/sp?seller=A1B45OCAUQONTY,PLVS VLTRA GROUP LLC,"29647 Calle Tampico, CATHEDRAL CITY, CA, 92234, US",Nike,Nike Boy's Sneaker,,,4.6,https://www.amazon.com/dp/B0DM5J82VF,"#357882 in Clothing, Shoes & Jewelry",#69 in Girls' Basketball Shoes,Jordan sneakers,5000,B0DM5J82VF,4 Big Kid,B0DM5J82VF,13-01-2026,12-01-2026,,DM0967-106,boys
"PS Traders, LLC",https://www.amazon.com/sp?seller=A14BWDDARP3W5Z,"PS TRADERS, LLC","51630 Regency Center Drive, MACOMB, MI, 48042, US",Nike,"Jordan Flight Court Men's Shoes (HF3255-002, Anthracite/Sail/Varsity Red/White)",,,5,https://www.amazon.com/dp/B0DVHWRLG2,"#1458213 in Clothing, Shoes & Jewelry",#8235 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DVHWRLG2,7.5,B0DVHWRLG2,13-01-2026,12-01-2026,,HF3255-002,mens
SCK Shoes,https://www.amazon.com/sp?seller=A2LV96E5OKYSTG,Salt City Kicks,"254 Chapman Rd, Suite 208-9183, Newark, DE, 19702, US",Nike,Nike Women's Shox Q'Vida Walking Shoes,,,4.5,https://www.amazon.com/Jordan-Women-Praline-White-Sail-FN6622-201/dp/B0CJWQFCND/ref=sr_1_166?dib=eyJ2IjoiMSJ9.7nTRrGcdFRm2sl9FKD2FqZgJZndSEJL24m5jsDyYNj2mtFIW_gmswitC5_J_Bc9MDjM0N40IDN4a4hQn6J5brvOIkbdInrtGkwFiZOC1A3UXnyTv5wX6vT6D-o1FH2oW9DGA47Rt5Al28vzqRefL9AxUa4vQwdcqgvrklmdVttbrVdJ6tm1NYQBaYvKxsVb2RSqjN1G_UXOaYWv1Qc4syHClc5BcGLaE9lO0eCqT33OXY7C8avgKW58lI_9qQYX6NbKl2IguWu-VXD9Nrnsq4_Ibq_lN6lLNmCvMm2EMrvQ.vqeb_GL_XmEfDiTj8ydxNjhZK5hgtQvfGWMe9NoYXR8&dib_tag=se&keywords=Jordan+sneakers&qid=1768304250&sr=8-166&xpid=r9i7FXe0lZNKX,"#397663 in Clothing, Shoes & Jewelry",#157 in Women's Basketball Shoes,Jordan sneakers,5000,B0CJWQFCND,,,13-01-2026,12-01-2026,,Q'Vida,womens
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Jordan,Jordan Toddler's 1 Mid,60,,5,https://www.amazon.com/dp/B0FGWQB2FT,"#429552 in Clothing, Shoes & Jewelry",#379 in Baby Boys' Sneakers,Jordan sneakers,5000,B0FGWQB2FT,2 Toddler,B0FGWQB2FT,13-01-2026,12-01-2026,,FZ3931 114,boys
NATURAL SHOES,https://www.amazon.com/sp?seller=A3211FPPS63ST7,"LETUSTO, INC.","23B Roland Ave., Mt Laurel, NJ, 08054, US",Nike,Air Jordan 1 Low Big Kids' Shoes (Iron Grey/Summit White),99.5,,5,https://www.amazon.com/dp/B0FHJ993YC,"#767570 in Clothing, Shoes & Jewelry",#2214 in Boys' Sneakers,Jordan sneakers,5000,B0FHJ993YC,4 Big Kid,B0FHJ993YC,13-01-2026,12-01-2026,,553560-044,boys
CallahanSales,https://www.amazon.com/sp?seller=A376CR0MPZ9GLQ,Jesse Callahan,"999 SPIRIT ROCK PT, HIGHLANDS RANCH, CO, 80126-8141, US",Nike,Jordan Men's Spizike Low Gym Red/Black-Wolf Grey (FQ1759 600),123.7,,4.8,https://www.amazon.com/dp/B0DJDY3SSM,"#302170 in Clothing, Shoes & Jewelry",#1650 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DJDY3SSM,10,B0DJDY3SSM,13-01-2026,12-01-2026,,FQ1759-600,mens
FEETARA,https://www.amazon.com/sp?seller=A3M484NSVT9LIL,FURTURA LLC,"13511 NE KERR RD STE 9, VANCOUVER, WA, 98682-4981, US",Nike,Nike Mens Jordan Max Aura 5,,,4.5,https://www.amazon.com/Jordan-Legacy-Metallic-Gold-White-CD7069/dp/B0CTD85YH1/ref=sr_1_177?dib=eyJ2IjoiMSJ9.7nTRrGcdFRm2sl9FKD2FqZgJZndSEJL24m5jsDyYNj2mtFIW_gmswitC5_J_Bc9MDjM0N40IDN4a4hQn6J5brvOIkbdInrtGkwFiZOC1A3UXnyTv5wX6vT6D-o1FH2oW9DGA47Rt5Al28vzqRefL9AxUa4vQwdcqgvrklmdVttbrVdJ6tm1NYQBaYvKxsVb2RSqjN1G_UXOaYWv1Qc4syHClc5BcGLaE9lO0eCqT33OXY7C8avgKW58lI_9qQYX6NbKl2IguWu-VXD9Nrnsq4_Ibq_lN6lLNmCvMm2EMrvQ.vqeb_GL_XmEfDiTj8ydxNjhZK5hgtQvfGWMe9NoYXR8&dib_tag=se&keywords=Jordan+sneakers&qid=1768304250&sr=8-177&xpid=r9i7FXe0lZNKX,"#514684 in Clothing, Shoes & Jewelry",#298 in Men's Basketball Shoes,Jordan sneakers,5000,B0CTD85YH1,10.5,B0CTD85YH1,13-01-2026,12-01-2026,,DZ4353,mens
smartdeals1,https://www.amazon.com/sp?seller=A2HH9I2VFGFJCX,Ana Acosta,"23819 cerrillos dr, KATY, TX, 77493, US",Nike,Nike Kids' Air Jordan 1 Mid Shoes,92,,4.4,https://www.amazon.com/dp/B0CTXT2595,#183580 in Sports & Outdoors,#67 in Sports Fan Sneakers,Jordan sneakers,5000,B0CTXT2595,4 Big Kid,B0CTXT2595,13-01-2026,12-01-2026,,DQ8423,unisex-child
Ever Onwards Store,https://www.amazon.com/sp?seller=AF4GO035LHAA2,Ever Onwards LLC,"220 CAMPUS LN STE 140, FAIRFIELD, CA, 94534-2001, US",Nike,preschool jordan 1 low alt (white/midnight navy),87.43,,5,https://www.amazon.com/JORDAN-WHITE-MIDNIGHT-NAVY-NEUTRAL-GREY/dp/B0DYYZV1RR/ref=sr_1_160?dib=eyJ2IjoiMSJ9.7nTRrGcdFRm2sl9FKD2FqZgJZndSEJL24m5jsDyYNj2mtFIW_gmswitC5_J_Bc9MDjM0N40IDN4a4hQn6J5brvOIkbdInrtGkwFiZOC1A3UXnyTv5wX6vT6D-o1FH2oW9DGA47Rt5Al28vzqRefL9AxUa4vQwdcqgvrklmdVttbrVdJ6tm1NYQBaYvKxsVb2RSqjN1G_UXOaYWv1Qc4syHClc5BcGLaE9lO0eCqT33OXY7C8avgKW58lI_9qQYX6NbKl2IguWu-VXD9Nrnsq4_Ibq_lN6lLNmCvMm2EMrvQ.vqeb_GL_XmEfDiTj8ydxNjhZK5hgtQvfGWMe9NoYXR8&dib_tag=se&keywords=Jordan+sneakers&qid=1768304250&sr=8-160&xpid=r9i7FXe0lZNKX,"#596027 in Clothing, Shoes & Jewelry",#1579 in Boys' Sneakers,Jordan sneakers,5000,B0DYYZV1RR,11 Little Kid,B0DYYZV1RR,13-01-2026,12-01-2026,,DR9748-146,unisex-child
theshilohbay28,https://www.amazon.com/sp?seller=A30Q0VYT5CXWSP,Ethan David Hawk,"2006 Hopewell Drive, ALLEN, TX, 75013, US",Nike,Air Jordan 1 Mid SE,134.9,,4.4,https://www.amazon.com/dp/B0DYZ2LBYW,#227434 in Sports & Outdoors,#103 in Sports Fan Sneakers,Jordan sneakers,5000,B0DYZ2LBYW,7,B0DYZ2LBYW,13-01-2026,12-01-2026,,,mens
Time for Deals,https://www.amazon.com/sp?seller=A27ID6XD9I40WB,"Enego, Inc","1152 Lake Baldwin Ln, Orlando, Florida, 32814, US",Nike,Nike Womens Air Jordan 1 Mid Trainers Dv0991 Sneakers Shoes,111.3,,4.4,https://www.amazon.com/dp/B0C85YLWRK,"#503795 in Clothing, Shoes & Jewelry",#3962 in Women's Fashion Sneakers,Jordan sneakers,5000,B0C85YLWRK,7,B0C85YLWRK,13-01-2026,12-01-2026,,,
tzj distribution,https://www.amazon.com/sp?seller=A13I1DYHPNXTQO,Trending wear LLC,"2794 Three Lakes Rd SE Ste 150, STE 150, ALBANY, OR, 97322, US",Nike,Air Jordan 1 Mid SE Cave Stone Mens Lifestyle Shoes (White/Cave Stone/Dark Sulfur/Oil Grey),,,3.8,https://www.amazon.com/dp/B0FHJBSYZR,"#371211 in Clothing, Shoes & Jewelry",#1932 in Men's Fashion Sneakers,Jordan sneakers,5000,B0FHJBSYZR,7.5,B0FHJBSYZR,13-01-2026,12-01-2026,,HQ2011-100,mens
NATURAL SHOES,https://www.amazon.com/sp?seller=A3211FPPS63ST7,"LETUSTO, INC.","23B Roland Ave., Mt Laurel, NJ, 08054, US",Nike,Jordan 1 Mid Baby/Toddler Shoes (Pearl Pink/White/Medium Soft Pink),64.3,,,https://www.amazon.com/dp/B0FHJC36P4,"#529856 in Clothing, Shoes & Jewelry",#290 in Baby Girls' Sneakers,Jordan sneakers,5000,B0FHJC36P4,2 Toddler,B0FHJC36P4,13-01-2026,12-01-2026,,DQ8425-600,baby-girls
The Most Hated Footwear Haven,https://www.amazon.com/sp?seller=A2OLAL1S1705Q5,Jesus Nungaray,"609 Woodgate st, LANCASTER, CA, 93534, US",Nike,"Air Jordan 3 Retro Lucky Shorts Men's Shoes (CT8532-101, Summit White/Legend Blue/Photon Dust/Hydrogen Blue)",165,,4.8,https://www.amazon.com/Jordan-Shorts-CT8532-101-Summit-Hydrogen/dp/B0DZ73BZF3/ref=sr_1_175?dib=eyJ2IjoiMSJ9.7nTRrGcdFRm2sl9FKD2FqZgJZndSEJL24m5jsDyYNj2mtFIW_gmswitC5_J_Bc9MDjM0N40IDN4a4hQn6J5brvOIkbdInrtGkwFiZOC1A3UXnyTv5wX6vT6D-o1FH2oW9DGA47Rt5Al28vzqRefL9AxUa4vQwdcqgvrklmdVttbrVdJ6tm1NYQBaYvKxsVb2RSqjN1G_UXOaYWv1Qc4syHClc5BcGLaE9lO0eCqT33OXY7C8avgKW58lI_9qQYX6NbKl2IguWu-VXD9Nrnsq4_Ibq_lN6lLNmCvMm2EMrvQ.vqeb_GL_XmEfDiTj8ydxNjhZK5hgtQvfGWMe9NoYXR8&dib_tag=se&keywords=Jordan+sneakers&qid=1768304250&sr=8-175&xpid=r9i7FXe0lZNKX,"#687776 in Clothing, Shoes & Jewelry",#4515 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DZ73BZF3,9,B0DZ73BZF3,13-01-2026,12-01-2026,,CT8532-101,mens
FEETARA,https://www.amazon.com/sp?seller=A3M484NSVT9LIL,FURTURA LLC,"13511 NE KERR RD STE 9, VANCOUVER, WA, 98682-4981, US",Jordan,Jordan 6 Rings (White/Black-Varsity Red),189.9,,4.7,https://www.amazon.com/dp/B0DTRQQ9KZ,"#505642 in Clothing, Shoes & Jewelry",#2748 in Men's Fashion Sneakers,Jordan sneakers,5000,B0DTRQQ9KZ,9.5,B0DTRQQ9KZ,13-01-2026,12-01-2026,,322992-164,mens
SCK Shoes,https://www.amazon.com/sp?seller=A2LV96E5OKYSTG,Salt City Kicks,"254 Chapman Rd, Suite 208-9183, Newark, DE, 19702, US",,"Nike Mens Jordan Jumpman Team I Basketball Shoes, Black/White/Varsity Red, 10.5 M US",,,,https://www.amazon.com/dp/B0CV7KWD1Z,"#1879417 in Clothing, Shoes & Jewelry",#1143 in Men's Basketball Shoes,Jordan sneakers,5000,B0CV7KWD1Z,,,13-01-2026,12-01-2026,,FV3928006,mens
