platform,source_category,Category,normalized_Brand,product_family,Product Name,product_title,Price (USD),Price (USD),price_valid,raw_condition,normalized_condition,raw_sku,Normalized SKU,Total Items Sold (Product),Location of Product,Seller Name,Product URL,Positive Review Percentage % (seller),Number of Reviews (seller),demo_priority_flag,demo_priority_score,demo_eligible,Brand,Product Name,Condition,Location
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Zoom LeBron NXXT Gen I Promise Mens Size 11 Multi Color DR8784 900,Nike Zoom LeBron NXXT Gen I Promise Mens Size 11 Multi Color DR8784 900,87.99,87.99,True,New with box,New,DR8784,DR8784,1,Fairfield,Kicksneak,https://www.ebay.com/itm/389283860517,99.8,2034,0,0.004,False,Nike,Nike Zoom Lebron Nxxt Gen I Promise Mens Size 11 Multi Color Dr8784 900,New / Unworn,Fairfield
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike ReactX Infinity Run 4 DR2665-100 Men's Shoes,Nike ReactX Infinity Run 4 DR2665-100 Men's Shoes,139,139,True,New with box,New,DR2665-100,DR2665-100,1,HONG KONG,ALL IN Domain,https://www.ebay.com/itm/397042453144,99.3,1617,0,0.004,False,Nike,Nike Reactx Infinity Run 4 Dr2665-100 Men'S Shoes,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Shox R4 PRM Light Iron Ore and Phantom HQ3531-099 [Men SZ],Nike Shox R4 PRM Light Iron Ore and Phantom HQ3531-099 [Men SZ],150,150,True,New with box,New,HQ3531-099,HQ3531-099,2,Rochester,SneakerHeadKR,https://www.ebay.com/itm/257189437064,98.6,1154,0,0.008,False,Nike,Nike Shox R4 Prm Light Iron Ore And Phantom Hq3531-099 [Men Sz],New / Unworn,Rochester
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Mens Size 11.5 Nike Zoom Fly 4 White Imperial Blue Neon Running Shoes CT2392 100,Mens Size 11.5 Nike Zoom Fly 4 White Imperial Blue Neon Running Shoes CT2392 100,77.9,77.9,True,New with box,New,CT2392,CT2392,1,Parrish,YH FOOTWEAR,https://www.ebay.com/itm/116938920260,99.7,8067,0,0.004,False,Nike,Mens Size 11.5 Nike Zoom Fly 4 White Imperial Blue Neon Running Shoes Ct2392 100,New / Unworn,Parrish
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Size 10 -Mens Nike ReactX Rejuven8 Triple Black - HV4479-001,Size 10 -Mens Nike ReactX Rejuven8 Triple Black - HV4479-001,65,65,True,New with box,New,HV4479-001,HV4479-001,3,Escondido,Gman204,https://www.ebay.com/itm/157532984616,100,561,0,0.012,False,Nike,Size 10 -Mens Nike Reactx Rejuven8 Triple Black - Hv4479-001,New / Unworn,Escondido
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike ZoomX Victory 2 Prototype White Total Orange HF7642-100,Nike ZoomX Victory 2 Prototype White Total Orange HF7642-100,148,148,True,New with box,New,HF7642-100,HF7642-100,2,HONG KONG,ALL IN Domain,https://www.ebay.com/itm/397246897271,99.3,1617,0,0.008,False,Nike,Nike Zoomx Victory 2 Prototype White Total Orange Hf7642-100,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike ZoomX Vaporfly Next% 3 Mens Size 11.5 Vivid Purple Running Shoe DV4129-104,Nike ZoomX Vaporfly Next% 3 Mens Size 11.5 Vivid Purple Running Shoe DV4129-104,159,159,True,New without box,New - No Box,DV4129-104,DV4129-104,,New York,YMselling,https://www.ebay.com/itm/257322261881,100,1160,0,0,False,Nike,Nike Zoomx Vaporfly Next% 3 Mens Size 11.5 Vivid Purple Running Shoe Dv4129-104,New Without Box,New York
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,"Nike Air Max Scorpion Flyknit Triple Black Sneakers, Size 12 BNIB DJ4701-003","Nike Air Max Scorpion Flyknit Triple Black Sneakers, Size 12 BNIB DJ4701-003",249.99,249.99,True,New with box,New,DJ4701-003,DJ4701-003,1,Niagara Falls,shoecrafters,https://www.ebay.com/itm/405672988565,100,166,0,0.004,False,Nike,"Nike Air Max Scorpion Flyknit Triple Black Sneakers, Size 12 Bnib Dj4701-003",New / Unworn,Niagara Falls
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike LeBron Soldier 14 Sisterhood Mens Size 9 Basketball Shoes CK6024-004 NEW,Nike LeBron Soldier 14 Sisterhood Mens Size 9 Basketball Shoes CK6024-004 NEW,85,85,True,New without box,New - No Box,CK6024-004,CK6024-004,14,Pompano Beach,Lisa's Warehouse,https://www.ebay.com/itm/336396942568,100,564,0,0.056,False,Nike,Nike Lebron Soldier 14 Sisterhood Mens Size 9 Basketball Shoes Ck6024-004 New,New Without Box,Pompano Beach
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,"2026 Nike Zoom Kobe 1 Protro 81 PointsPurple IM0542 100, Size 12.5","2026 Nike Zoom Kobe 1 Protro 81 PointsPurple IM0542 100, Size 12.5",289.99,289.99,True,New with box,New,IM0542,IM0542,,Killeen,laced_by_kunkle,https://www.ebay.com/itm/168102618680,100,776,0,0,False,Nike,"2026 Nike Zoom Kobe 1 Protro 81 Pointspurple Im0542 100, Size 12.5",New / Unworn,Killeen
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air PG 3 Paul George NASA Apollo Anniversary CI2666 100 White s 10.5,Nike Air PG 3 Paul George NASA Apollo Anniversary CI2666 100 White s 10.5,199.99,199.99,True,New with box,New,CI2666,CI2666,,Houston,yourfavtreasures49,https://www.ebay.com/itm/366142958255,100,2,0,0,False,Nike,Nike Air Pg 3 Paul George Nasa Apollo Anniversary Ci2666 100 White S 10.5,New / Unworn,Houston
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Men's 10 -Nike Air Zoom Alphafly NEXT% 3 'Bright Crimson Lime Blast' FD8311-600,Men's 10 -Nike Air Zoom Alphafly NEXT% 3 'Bright Crimson Lime Blast' FD8311-600,149,149,True,New with box,New,FD8311-600,FD8311-600,1,Bel Air,TB kickss,https://www.ebay.com/itm/227180002122,100,1992,0,0.004,False,Nike,Men'S 10 -Nike Air Zoom Alphafly Next% 3 'Bright Crimson Lime Blast' Fd8311-600,New / Unworn,Bel Air
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Presale Size 12 - Nike Kobe 1 Protro 81 Points 2026 IM0542-100,Presale Size 12 - Nike Kobe 1 Protro 81 Points 2026 IM0542-100,289.99,289.99,True,New with box,New,IM0542-100,IM0542-100,,Long Beach,mstone1988,https://www.ebay.com/itm/198046599186,100,258,0,0,False,Nike,Presale Size 12 - Nike Kobe 1 Protro 81 Points 2026 Im0542-100,New / Unworn,Long Beach
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Mercurial Superfly 10 Academy Mg Prism Pack - FQ1456-301 Mens Size 11,Nike Mercurial Superfly 10 Academy Mg Prism Pack - FQ1456-301 Mens Size 11,72,72,True,New without box,New - No Box,FQ1456-301,FQ1456-301,,Richmond,gran00,https://www.ebay.com/itm/198046805601,100,1338,0,0,False,Nike,Nike Mercurial Superfly 10 Academy Mg Prism Pack - Fq1456-301 Mens Size 11,New Without Box,Richmond
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Vapormax Moc 2 Acronym Thirsty Bandit Sail Green Mens 9.5 AQ0996-102,Nike Air Vapormax Moc 2 Acronym Thirsty Bandit Sail Green Mens 9.5 AQ0996-102,119.99,119.99,True,Pre-owned - Excellent,Used - Excellent,AQ0996-102,AQ0996-102,,Tampa,JT'S Closet23,https://www.ebay.com/itm/389515242307,99.7,2121,0,0,False,Nike,Nike Air Vapormax Moc 2 Acronym Thirsty Bandit Sail Green Mens 9.5 Aq0996-102,Very Good / Like New,Tampa
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike LeBron 7 Fairfax Away 2020 CU5646-001 Unisex,Nike LeBron 7 Fairfax Away 2020 CU5646-001 Unisex,243,243,True,New with box,New,CU5646-001,CU5646-001,,Hong Kong,StepDream Kicks,https://www.ebay.com/itm/127630645831,,0,0,0,False,Nike,Nike Lebron 7 Fairfax Away 2020 Cu5646-001 Unisex,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike LeBron 4 Fruity Pebbles 2024 - DQ9310-100 Size,Nike LeBron 4 Fruity Pebbles 2024 - DQ9310-100 Size,186,186,True,New with box,New,DQ9310-100,DQ9310-100,2,Hong kong,heatwavesports,https://www.ebay.com/itm/389110886964,98.5,2121,0,0.008,False,Nike,Nike Lebron 4 Fruity Pebbles 2024 - Dq9310-100 Size,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Flex Run 2021 Black White Workout Running Shoe CW3408-002 Men's Size 9-14,Nike Flex Run 2021 Black White Workout Running Shoe CW3408-002 Men's Size 9-14,46.5,46.5,True,New without box,New - No Box,CW3408-002,CW3408-002,26,Oshkosh,Infamous_Kicks_LLC,https://www.ebay.com/itm/286802695532,99.9,2049,0,0.104,False,Nike,Nike Flex Run 2021 Black White Workout Running Shoe Cw3408-002 Men'S Size 9-14,New Without Box,Oshkosh
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max Plus TN cerna baltska modra HQ3824-001 panska velikost 13 DS,Nike Air Max Plus TN cerna baltska modra HQ3824-001 panska velikost 13 DS,12000,12000,True,New with box,New,HQ3824-001,HQ3824-001,,,jumpmanshoes2003,https://www.ebay.com/itm/317788786327,100,658,0,0,False,Nike,Nike Air Max Plus Tn Cerna Baltska Modra Hq3824-001 Panska Velikost 13 Ds,New / Unworn,
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Zoom Vomero 5 Cool Grey - FJ4151-003 Men's Shoes,Nike Air Zoom Vomero 5 Cool Grey - FJ4151-003 Men's Shoes,117,117,True,New with box,New,FJ4151-003,FJ4151-003,6,Hong kong,HYPEX Official-Store,https://www.ebay.com/itm/285925592284,97.6,3385,0,0.024,False,Nike,Nike Air Zoom Vomero 5 Cool Grey - Fj4151-003 Men'S Shoes,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Zoom GT Cut 3 Basketball Shoes Black Green DV2913-001 Men's Size 14,Nike Air Zoom GT Cut 3 Basketball Shoes Black Green DV2913-001 Men's Size 14,95,95,True,New with defects,New - Defect,DV2913-001,DV2913-001,,Dallas,dfwkick,https://www.ebay.com/itm/257322117081,98.5,2520,0,0,False,Nike,Nike Air Zoom Gt Cut 3 Basketball Shoes Black Green Dv2913-001 Men'S Size 14,Used / Visible Wear,Dallas
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike KD Trey 5 IX EP Black Racer Blue CW3402-007,Nike KD Trey 5 IX EP Black Racer Blue CW3402-007,146,146,True,New with box,New,CW3402-007,CW3402-007,1,HONG KONG,sole_b1ock,https://www.ebay.com/itm/376078664282,98.6,9825,0,0.004,False,Nike,Nike Kd Trey 5 Ix Ep Black Racer Blue Cw3402-007,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Paul George PG 6 Promo Sample Team Gold Black-White DX6654 700 Men Size 9.5,Nike Paul George PG 6 Promo Sample Team Gold Black-White DX6654 700 Men Size 9.5,12093,12093,True,New with box,New,DX6654,DX6654,,,Cykara-0,https://www.ebay.com/itm/334858564179,100,162,0,0,False,Nike,Nike Paul George Pg 6 Promo Sample Team Gold Black-White Dx6654 700 Men Size 9.5,New / Unworn,
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Zoom Vomero 5 Mens Sz 10.5 Pink Foam Phantom Metallic Platinum FB9149 600,Nike Zoom Vomero 5 Mens Sz 10.5 Pink Foam Phantom Metallic Platinum FB9149 600,79.99,79.99,True,New with box,New,FB9149,FB9149,,,Kicksneak,https://www.ebay.com/itm/389286778258,99.8,2034,0,0,False,Nike,Nike Zoom Vomero 5 Mens Sz 10.5 Pink Foam Phantom Metallic Platinum Fb9149 600,New / Unworn,
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,NIKE BLAZER LOW / SACAI CLASSIC GREEN DD1877-001 Size 11 - New In Box,NIKE BLAZER LOW / SACAI CLASSIC GREEN DD1877-001 Size 11 - New In Box,169.99,169.99,True,New with box,New,DD1877-001,DD1877-001,,Fort Lauderdale,Gold king standard,https://www.ebay.com/itm/187978687944,99.4,9404,0,0,False,Nike,Nike Blazer Low / Sacai Classic Green Dd1877-001 Size 11 - New In Box,New / Unworn,Fort Lauderdale
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Killshot 2 University Gold Lifestyle Shoes FQ8903-001 Shoes Men's Size 13,Nike Killshot 2 University Gold Lifestyle Shoes FQ8903-001 Shoes Men's Size 13,79.99,79.99,True,New without box,New - No Box,FQ8903-001,FQ8903-001,,Lawrenceville,pjs_0117,https://www.ebay.com/itm/168102751609,100,1098,0,0,False,Nike,Nike Killshot 2 University Gold Lifestyle Shoes Fq8903-001 Shoes Men'S Size 13,New Without Box,Lawrenceville
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max2 Light University Gold Flash Crimson (AO1741-700) Mens 10.5,Nike Air Max2 Light University Gold Flash Crimson (AO1741-700) Mens 10.5,155,155,True,New with box,New,AO1741-700,AO1741-700,,West Palm Beach,mister_kickster_usa,https://www.ebay.com/itm/127639206859,100,77,0,0,False,Nike,Nike Air Max2 Light University Gold Flash Crimson (Ao1741-700) Mens 10.5,New / Unworn,West Palm Beach
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max Plus TN Tuned Shark Attack Baltic Blue Black HQ3824-001 sz 12 Men's,Nike Air Max Plus TN Tuned Shark Attack Baltic Blue Black HQ3824-001 sz 12 Men's,119.59,119.59,True,New with box,New,HQ3824-001,HQ3824-001,1,Austin,UNIQO SOLE,https://www.ebay.com/itm/306358079528,99.3,31948,0,0.004,False,Nike,Nike Air Max Plus Tn Tuned Shark Attack Baltic Blue Black Hq3824-001 Sz 12 Men'S,New / Unworn,Austin
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,NIB $130 MEN'S NIKE AIR TRAINER 1 CASUAL SHOES FQ8225 100,NIB $130 MEN'S NIKE AIR TRAINER 1 CASUAL SHOES FQ8225 100,73,73,True,New with box,New,FQ8225,FQ8225,32,Marietta,mr.beanshop,https://www.ebay.com/itm/155974169125,99.5,4583,0,0.128,False,Nike,Nib $130 Men'S Nike Air Trainer 1 Casual Shoes Fq8225 100,New / Unworn,Marietta
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Size 11.5 - Nike Air Griffey Max 1 2021 Varsity Royal White Suede (DJ5161-400),Size 11.5 - Nike Air Griffey Max 1 2021 Varsity Royal White Suede (DJ5161-400),119.96,119.96,True,Pre-owned - Good,Used - Good,DJ5161-400,DJ5161-400,1,Lynchburg,hillcitytradingpost,https://www.ebay.com/itm/316841764368,99.6,32901,0,0.004,False,Nike,Size 11.5 - Nike Air Griffey Max 1 2021 Varsity Royal White Suede (Dj5161-400),Good / Lightly Used,Lynchburg
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,BRAND NEW MENS NIKE AIR VAPORMAX PLUS 924453-100 WHITE-PURE PLATINUM SHOES SIZES,BRAND NEW MENS NIKE AIR VAPORMAX PLUS 924453-100 WHITE-PURE PLATINUM SHOES SIZES,164,164,True,New with box,New,924453-100,924453-100,4,New York,Sneakers N Hats,https://www.ebay.com/itm/185469284633,99.7,8847,0,0.016,False,Nike,Brand New Mens Nike Air Vapormax Plus 924453-100 White-Pure Platinum Shoes Sizes,New / Unworn,New York
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max 1 PRM Dia De Muertos Pink Shoes FQ8172-645 VIP,Nike Air Max 1 PRM Dia De Muertos Pink Shoes FQ8172-645 VIP,159.99,159.99,True,New with box,New,FQ8172-645,FQ8172-645,4,Chandler,Wolfpack Sneakers,https://www.ebay.com/itm/204587533951,99.7,2540,0,0.016,False,Nike,Nike Air Max 1 Prm Dia De Muertos Pink Shoes Fq8172-645 Vip,New / Unworn,Chandler
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,FQ7860-011 Nike Air Max DN8 Black Gym Red (Men's),FQ7860-011 Nike Air Max DN8 Black Gym Red (Men's),195,195,True,New with box,New,FQ7860-011,FQ7860-011,2,Osaka,Bad Sneakers,https://www.ebay.com/itm/256901256692,99.8,8317,0,0.008,False,Nike,Fq7860-011 Nike Air Max Dn8 Black Gym Red (Men'S),New / Unworn,Osaka
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Mens Size 10 -Nike ReactX Infinity RUN 4 Gore-Tex Gray Running Shoes HQ0265-400,Mens Size 10 -Nike ReactX Infinity RUN 4 Gore-Tex Gray Running Shoes HQ0265-400,109.99,109.99,True,New without box,New - No Box,HQ0265-400,HQ0265-400,4,Elmhurst,FatmeloSnkrs,https://www.ebay.com/itm/116563680534,99.5,1641,0,0.016,False,Nike,Mens Size 10 -Nike Reactx Infinity Run 4 Gore-Tex Gray Running Shoes Hq0265-400,New Without Box,Elmhurst
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike x NIGO Air Force 3 Low top Skateboard Shoes Unisex White Gray IB1801-001,Nike x NIGO Air Force 3 Low top Skateboard Shoes Unisex White Gray IB1801-001,183,183,True,New with box,New,IB1801-001,IB1801-001,13,HONG KONG,sole_b1ock,https://www.ebay.com/itm/376714555708,98.6,9825,0,0.052,False,Nike,Nike X Nigo Air Force 3 Low Top Skateboard Shoes Unisex White Gray Ib1801-001,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike KD 18 Basketball Kevin Durant Atomic Pink Mango Agate Blue HV1992-601 VC,Nike KD 18 Basketball Kevin Durant Atomic Pink Mango Agate Blue HV1992-601 VC,79.99,79.99,True,New with box,New,HV1992-601,HV1992-601,2,Alpine,TL-King Sneakers and Streetwears,https://www.ebay.com/itm/277514296039,99.9,25624,0,0.008,False,Nike,Nike Kd 18 Basketball Kevin Durant Atomic Pink Mango Agate Blue Hv1992-601 Vc,New / Unworn,Alpine
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,New Nike Run Swift 2 Particle Grey CU3517-014 NEW MULTIPLE SIZES,New Nike Run Swift 2 Particle Grey CU3517-014 NEW MULTIPLE SIZES,40,40,True,New with box,New,CU3517-014,CU3517-014,,Fresh Meadows,iamsuperhero,https://www.ebay.com/itm/116924355808,100,185,0,0,False,Nike,New Nike Run Swift 2 Particle Grey Cu3517-014 New Multiple Sizes,New / Unworn,Fresh Meadows
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,NIB Men Nike KD 4 Easter2025 IB3550-300 Mint Candy/White/New Green,NIB Men Nike KD 4 Easter2025 IB3550-300 Mint Candy/White/New Green,87,87,True,New with box,New,IB3550-300,IB3550-300,1,Marietta,mr.beanshop,https://www.ebay.com/itm/157589664497,99.5,4583,0,0.004,False,Nike,Nib Men Nike Kd 4 Easter2025 Ib3550-300 Mint Candy/White/New Green,New / Unworn,Marietta
ebay,Nike sneakers,Sneakers,Nike,Nike Dunk,Nike Dunk Low SE Panda-Monium Pack Team Red HQ1965-600,Nike Dunk Low SE Panda-Monium Pack Team Red HQ1965-600,11700,11700,True,"Novo, com caixa",New,HQ1965-600,HQ1965-600,,,sole_b1ock,https://www.ebay.com/itm/376566888647,98.6,9825,1,10,False,Nike,Nike Dunk Low Se Panda-Monium Pack Team Red Hq1965-600,New / Unworn,
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,"Nike SFB Special Field 2 8"" Tactical Black Military Boots AO7507-001 6 - 14","Nike SFB Special Field 2 8"" Tactical Black Military Boots AO7507-001 6 - 14",130.49,130.49,True,New without box,New - No Box,AO7507-001,AO7507-001,7,Pleasant Grove,The-Shoe-Guys,https://www.ebay.com/itm/133607408062,100,9887,0,0.028,False,Nike,"Nike Sfb Special Field 2 8"" Tactical Black Military Boots Ao7507-001 6 - 14",New Without Box,Pleasant Grove
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike V5 RNR Running Mens Black Smoke Grey Silver HJ5228-004,Nike V5 RNR Running Mens Black Smoke Grey Silver HJ5228-004,74.99,74.99,True,New without box,New - No Box,HJ5228-004,HJ5228-004,,Woodbridge,deels4less1029,https://www.ebay.com/itm/336381082111,100,1335,0,0,False,Nike,Nike V5 Rnr Running Mens Black Smoke Grey Silver Hj5228-004,New Without Box,Woodbridge
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Winflo 10 Shoe Mens White Black Crimson Sneaker Comfort DV4022 100,Nike Air Winflo 10 Shoe Mens White Black Crimson Sneaker Comfort DV4022 100,59.99,59.99,True,New with box,New,DV4022,DV4022,3,Toledo,Second Wave Retail,https://www.ebay.com/itm/406515086027,99.9,2177,0,0.012,False,Nike,Nike Air Winflo 10 Shoe Mens White Black Crimson Sneaker Comfort Dv4022 100,New / Unworn,Toledo
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air More Uptempo '96 Black Court Purple Multi DZ5187-001,Nike Air More Uptempo '96 Black Court Purple Multi DZ5187-001,153,153,True,New with box,New,DZ5187-001,DZ5187-001,9,Walnut,SOLECOOLUSA,https://www.ebay.com/itm/166314997499,99.7,3267,0,0.036,False,Nike,Nike Air More Uptempo '96 Black Court Purple Multi Dz5187-001,New / Unworn,Walnut
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Zoom Vomero 5 Metallic Gold (Women's) Men's HF7723-001 New,Nike Zoom Vomero 5 Metallic Gold (Women's) Men's HF7723-001 New,143.97,143.97,True,New with box,New,HF7723-001,HF7723-001,32,Albany,Trending Sneakerz,https://www.ebay.com/itm/157160145384,99.8,2923,0,0.128,False,Nike,Nike Zoom Vomero 5 Metallic Gold (Women'S) Men'S Hf7723-001 New,New / Unworn,Albany
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Mens Size 10.5 Nike Air Max 90 G TB Golf Shoe White Red DX5999-162 ((No Lid)),Mens Size 10.5 Nike Air Max 90 G TB Golf Shoe White Red DX5999-162 ((No Lid)),84.99,84.99,True,New with box,New,DX5999-162,DX5999-162,3,Round Lake,JB Sports,https://www.ebay.com/itm/326747102813,99.8,2538,0,0.012,False,Nike,Mens Size 10.5 Nike Air Max 90 G Tb Golf Shoe White Red Dx5999-162 ((No Lid)),New / Unworn,Round Lake
ebay,Nike sneakers,Sneakers,Nike,Nike Cortez,Nike Cortez Txt Mens Trainers Hf0263 Sneakers Shoes,Nike Cortez Txt Mens Trainers Hf0263 Sneakers Shoes,144.99,144.99,True,New with box,New,HF0263,HF0263,2,United States,KicksWorldwideUSA,https://www.ebay.com/itm/146916771186,98.6,72,0,0.008,False,Nike,Nike Cortez Txt Mens Trainers Hf0263 Sneakers Shoes,New / Unworn,United States
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Zoom Vomero 5 Cool Grey - FJ4151-003 Ship Now,Nike Zoom Vomero 5 Cool Grey - FJ4151-003 Ship Now,120,120,True,New with box,New,FJ4151-003,FJ4151-003,2,Westville,JADIN_FootwearHub,https://www.ebay.com/itm/197859779545,99.9,1487,0,0.008,False,Nike,Nike Zoom Vomero 5 Cool Grey - Fj4151-003 Ship Now,New / Unworn,Westville
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max 95 OG Big Bubble Black White Metallic Silver IB1667-003 Mens New,Nike Air Max 95 OG Big Bubble Black White Metallic Silver IB1667-003 Mens New,123.99,123.99,True,New with box,New,IB1667-003,IB1667-003,115,Cranston,EVANS SNEAKERS,https://www.ebay.com/itm/187691970925,100,21294,0,0.46,False,Nike,Nike Air Max 95 Og Big Bubble Black White Metallic Silver Ib1667-003 Mens New,New / Unworn,Cranston
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Winflo 9 Shield Triple Black - DM1106-007 Size,Nike Air Winflo 9 Shield Triple Black - DM1106-007 Size,99,99,True,New with box,New,DM1106-007,DM1106-007,1,Hong kong,heatwavesports,https://www.ebay.com/itm/389110404917,98.5,2121,0,0.004,False,Nike,Nike Air Winflo 9 Shield Triple Black - Dm1106-007 Size,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Zoom Diamond Elite Turf Baseball Shoes Mens Size 8.5 Gray DZ0503-002,Nike Air Zoom Diamond Elite Turf Baseball Shoes Mens Size 8.5 Gray DZ0503-002,79.94,79.94,True,New without box,New - No Box,DZ0503-002,DZ0503-002,1,Jonesborough,TriStar Sports TN,https://www.ebay.com/itm/126762762517,99.9,3128,0,0.004,False,Nike,Nike Air Zoom Diamond Elite Turf Baseball Shoes Mens Size 8.5 Gray Dz0503-002,New Without Box,Jonesborough
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,HQ3073 100 Nike Zoom Field Jaxx Travis Scott Light Chocolate,HQ3073 100 Nike Zoom Field Jaxx Travis Scott Light Chocolate,137,137,True,New with box,New,HQ3073,HQ3073,7,New York,districtoneny,https://www.ebay.com/itm/306079689198,99.8,7442,0,0.028,False,Nike,Hq3073 100 Nike Zoom Field Jaxx Travis Scott Light Chocolate,New / Unworn,New York
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Air Max Dn Black Olive Aura Medium Olive Metallic Silver IB3078-010 Mens Sz,Nike Air Max Dn Black Olive Aura Medium Olive Metallic Silver IB3078-010 Mens Sz,79.99,79.99,True,New with box,New,IB3078-010,IB3078-010,4,Pearl,SneakerSupplyLLC,https://www.ebay.com/itm/397325847430,99.3,21859,0,0.016,False,Nike,Nike Air Max Dn Black Olive Aura Medium Olive Metallic Silver Ib3078-010 Mens Sz,New / Unworn,Pearl
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Vomero Plus HV8150-801(A) Men's Sizes,Nike Vomero Plus HV8150-801(A) Men's Sizes,157,157,True,New with box,New,HV8150-801,HV8150-801,12,HONG KONG,ALL IN Domain,https://www.ebay.com/itm/397155223928,99.3,1617,0,0.048,False,Nike,Nike Vomero Plus Hv8150-801(A) Men'S Sizes,New / Unworn,Hong Kong
ebay,Nike sneakers,Sneakers,Nike,Nike Pegasus,Nike Zoom Pegasus 41 New England Patriots College Navy Mens Size 15 FZ5092-400,Nike Zoom Pegasus 41 New England Patriots College Navy Mens Size 15 FZ5092-400,129.99,129.99,True,New without box,New - No Box,FZ5092-400,FZ5092-400,1,Malden,02148_closet,https://www.ebay.com/itm/197883921473,99.2,2534,0,0.004,False,Nike,Nike Zoom Pegasus 41 New England Patriots College Navy Mens Size 15 Fz5092-400,New Without Box,Malden
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,GS 7Y/ Womens 8.5 - Nike Sabrina 2 Mirrored Black Grey Silver FQ7376-001,GS 7Y/ Womens 8.5 - Nike Sabrina 2 Mirrored Black Grey Silver FQ7376-001,7500,7500,True,"Novo, com caixa",New,FQ7376-001,FQ7376-001,,,sopsneakers,https://www.ebay.com/itm/236405983600,99.7,870,0,0,False,Nike,Gs 7Y/ Womens 8.5 - Nike Sabrina 2 Mirrored Black Grey Silver Fq7376-001,New / Unworn,
ebay,Nike sneakers,Sneakers,Nike,Nike Sneakers,Tenis masculino Nike Airmax Via Midnight azul marinho IO9416-400,Tenis masculino Nike Airmax Via Midnight azul marinho IO9416-400,14725,14725,True,"Novo, com caixa",New,IO9416-400,IO9416-400,,,SneakerHeadKR,https://www.ebay.com/itm/257266182952,98.6,1154,0,0,False,Nike,Tenis Masculino Nike Airmax Via Midnight Azul Marinho Io9416-400,New / Unworn,
