platform,source_category,normalized_category,normalized_Brand,product_family,Product Name,product_title,Price (USD),clean_price_usd,price_valid,raw_condition,normalized_condition,Item model number,raw_sku,normalized_sku,Number of Ratings,Customer Rating,Seller,product url,ASIN,Selected Size,Department,demo_priority_flag,demo_priority_score,demo_eligible
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Retro Low University Blue Mens Lifestyle Shoes (Black/Blue),Air Jordan 1 Retro Low University Blue Mens Lifestyle Shoes (Black/Blue),,,False,New,New,,,,,3.1,The Most Hated Footwear Haven,https://www.amazon.com/Nike-Jordan-Black-Black-University-553558-041/dp/B0CD2VYTYS/ref=sr_1_182?dib=eyJ2IjoiMSJ9.KUWafgyVIL0EhPh7kdJYbvKtvjD9yghxE-HkGVNs-XbTfWBzFB5WixTXQhbLmCyAJ4TfFOMc4vlk7vvu1xT4wdQ8tRhKPmlqDqPhEvFqUM_-Dv9oivvAJVw-Kck5w7EDJu_nifoCn3Se3U-a3o5VUmpsRtzQ7TJJbkE5rLNjv9wfQGXmpZUkDYa3WCYkLN8jRS-u9OTFLRb4i55ZGNgSyGmtD8nbc8VmDbNhFuLmrzdnGxHo1a__Gv-iefDclJrirw7sOJDg_HOn8cm_5vpze1znDJKiUl8LMS22rfCWE64.AeCxZon4OykafkufzKWDSfqKS90ydWNmwFOZ8pf804Y&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597710&sr=8-182&xpid=9wbIeO2E2wuAq,B0CD2VYTYS,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"W AIR JORDAN 1 RETRO HIGH OG ""SAIL/CINNABAR-LIGHT BONE""","W AIR JORDAN 1 RETRO HIGH OG ""SAIL/CINNABAR-LIGHT BONE""",,,False,New,New,,,,,,The Spot for Fits & Kicks,https://www.amazon.com/dp/B0F48TXTPS,B0F48TXTPS,8,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Nike Air Jordan 14 Retro - University Gold / Varsity Red,Nike Air Jordan 14 Retro - University Gold / Varsity Red,,,False,New,New,,,,,4.2,Stadium Goods,https://www.amazon.com/Jordan-AIR-Mens-Retro-487471/dp/B08CJNW1RX/ref=sr_1_197?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-197&xpid=9wbIeO2E2wuAq,B08CJNW1RX,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Retro Jordan 13 - White Wheat by Nike,Retro Jordan 13 - White Wheat by Nike,,,False,New,New,,,,,4.8,ShopSW,https://www.amazon.com/dp/B0CS2YMTWR,B0CS2YMTWR,8.5,Men's/Women's (Adult/Teen),1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 4,NIKE Air Jordan 4 RM Men's Trainers Sneakers,NIKE Air Jordan 4 RM Men's Trainers Sneakers,105,105,True,New,New,,,,,,zsnkrs,https://www.amazon.com/Jordan-Trainers-Sneakers-Smoke-Chambray/dp/B0DZD9FLJ3/ref=sr_1_115?dib=eyJ2IjoiMSJ9.gLZLTlBqcDV8XGrPTDex7TXxc7tmHc8MLSimxyR5tHoBjq_d2f7sMoQzTH8qgkozXgbpIJM6iSX442MpPL5VWn4yLFc-ofRuwYYALWZG5PcAXCGsoG0L1qV2p7WX936LLToH5sb0uiRyFf3TXsybKIPhKw-3e3Fvr_5jfz0jF4vDGYChI72NRtU0_-xwKHPPF_0hiKKP3qoPa3aUn6q418RHDm7mnoLXnoyVpI8IlebjYYds1u4upgOA75q3edv947sVi7-F6XjFrrrodrDwW201XCcBGHPwzamMhZ_Jf0o.R17Ew4oDzvc8gqS3aGPUd8nhGZoDEaCjWdemRs8ffHk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303127&sr=8-115&xpid=VT6rjyCaKyjMi,B0DZD9FLJ3,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Mens Air 13 Retro 414571 108 Starfish - Size 10,Jordan Mens Air 13 Retro 414571 108 Starfish - Size 10,,,False,New,New,,,,,4.2,ShopSW,https://www.amazon.com/Jordan-Mens-Retro-414571-Starfish/dp/B08TLZ6RZP/ref=sr_1_207?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-207&xpid=9wbIeO2E2wuAq,B08TLZ6RZP,,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 11,Nike Men's Air Jordan 11 Retro Sneaker,Nike Men's Air Jordan 11 Retro Sneaker,,,False,New,New,,,,,4.6,All The Skus,https://www.amazon.com/dp/B0DV7B5PSN,B0DV7B5PSN,8.5,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Mens Air Jordan 1,Nike Mens Air Jordan 1,,,False,New,New,,,,,4.6,Stadium Goods,https://www.amazon.com/Nike-Mens-Dunk-DD1391-Team/dp/B0BHF4F4VY/ref=sr_1_223?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-223&xpid=9wbIeO2E2wuAq,B0BHF4F4VY,15,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's Air Jordan 1 Mid SE Sneaker,Nike Women's Air Jordan 1 Mid SE Sneaker,,,False,New,New,,,,,4.5,ANI COMMERCE,https://www.amazon.com/Jordan-Womens-Shoes-FJ3448-001-Smoke/dp/B0CX6V77CX/ref=sr_1_217?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-217&xpid=9wbIeO2E2wuAq,B0CX6V77CX,,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Retro Jordan 8 in Black/Multi-Color by AIR JORDAN,Retro Jordan 8 in Black/Multi-Color by AIR JORDAN,,,False,New,New,,,,,5,Kix n Gigglez,https://www.amazon.com/dp/B0FLYFWB2C,B0FLYFWB2C,1 Little Kid,,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Nike Men's Air Jordan Jumpman Two Trey Shoes,Nike Men's Air Jordan Jumpman Two Trey Shoes,119.93,119.93,True,New,New,DO1925106,DO1925106,DO1925106,,4.6,PLVSVLTRAGROUP LLC,https://www.amazon.com/dp/B0CNK7FDSM,B0CNK7FDSM,6.5,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Mens Air 1 Low,Jordan Mens Air 1 Low,93.07,93.07,True,New,New,553558 174,553558 174,,,4.4,Voadera,https://www.amazon.com/Nike-Jordan-White-Black-Sail-DX4981-100/dp/B0CH47PBW2/ref=sr_1_117?dib=eyJ2IjoiMSJ9.gLZLTlBqcDV8XGrPTDex7TXxc7tmHc8MLSimxyR5tHoBjq_d2f7sMoQzTH8qgkozXgbpIJM6iSX442MpPL5VWn4yLFc-ofRuwYYALWZG5PcAXCGsoG0L1qV2p7WX936LLToH5sb0uiRyFf3TXsybKIPhKw-3e3Fvr_5jfz0jF4vDGYChI72NRtU0_-xwKHPPF_0hiKKP3qoPa3aUn6q418RHDm7mnoLXnoyVpI8IlebjYYds1u4upgOA75q3edv947sVi7-F6XjFrrrodrDwW201XCcBGHPwzamMhZ_Jf0o.R17Ew4oDzvc8gqS3aGPUd8nhGZoDEaCjWdemRs8ffHk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303127&sr=8-117&xpid=VT6rjyCaKyjMi,B0CH47PBW2,,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's WMNS Air Jordan 1 Mid Sneaker,Nike Women's WMNS Air Jordan 1 Mid Sneaker,,,False,New,New,,,,,4.8,R&M Whole Sale,https://www.amazon.com/Nike-Womens-Sneaker-White-9-5/dp/B0BVBXJFB3/ref=sr_1_241?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-241&xpid=9wbIeO2E2wuAq,B0BVBXJFB3,9.5,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Jordan Mens Air Jordan 1 Mid Shoes,Jordan Mens Air Jordan 1 Mid Shoes,,,False,New,New,,,,,,Vanjo Market,https://www.amazon.com/dp/B09S8Q3J13,B09S8Q3J13,10.5,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Jordan Flight Club,Nike Kids' Jordan Flight Club '91 Shoes,Nike Kids' Jordan Flight Club '91 Shoes,108.93,108.93,True,New,New,,,,,4.8,Reaching Stars Retail,https://www.amazon.com/Jordan-Flight-Youth-White-University-DM1685-006/dp/B0BV45D2RD/ref=sr_1_130?dib=eyJ2IjoiMSJ9.gLZLTlBqcDV8XGrPTDex7TXxc7tmHc8MLSimxyR5tHoBjq_d2f7sMoQzTH8qgkozXgbpIJM6iSX442MpPL5VWn4yLFc-ofRuwYYALWZG5PcAXCGsoG0L1qV2p7WX936LLToH5sb0uiRyFf3TXsybKIPhKw-3e3Fvr_5jfz0jF4vDGYChI72NRtU0_-xwKHPPF_0hiKKP3qoPa3aUn6q418RHDm7mnoLXnoyVpI8IlebjYYds1u4upgOA75q3edv947sVi7-F6XjFrrrodrDwW201XCcBGHPwzamMhZ_Jf0o.R17Ew4oDzvc8gqS3aGPUd8nhGZoDEaCjWdemRs8ffHk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303127&sr=8-130&xpid=VT6rjyCaKyjMi,B0BV45D2RD,4.5 Big Kid,unisex-child,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"AIR JORDAN 1 MID ""WHITE/BLACK-RUST PINK""","AIR JORDAN 1 MID ""WHITE/BLACK-RUST PINK""",105.76,105.76,True,New,New,DQ8426-100,DQ8426-100,DQ8426-100,,4.4,NATURAL SHOES,https://www.amazon.com/dp/B0F68W25BB,B0F68W25BB,8.5,"Adults, Unisex",1,10,True
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Retro High OG POWDER BLUE/DK POWDER BLUE,Air Jordan 1 Retro High OG POWDER BLUE/DK POWDER BLUE,147.2,147.2,True,New,New,,,,,5,Stadium Goods,https://www.amazon.com/dp/B0F9FQWZ9H,B0F9FQWZ9H,M 7 / W 8.5,unisex-adult,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,White / Gym Red Black Nike Air Jordan 1 Mid,White / Gym Red Black Nike Air Jordan 1 Mid,,,False,New,New,,,,,4.7,FEETARA,https://www.amazon.com/Air-Jordan-Mens-Shoes-Size/dp/B0C96ND1GY/ref=sr_1_248?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-248&xpid=9wbIeO2E2wuAq,B0C96ND1GY,9.5,Adult / Unisex,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike mens Air Jordan 1 High Basketball,Nike mens Air Jordan 1 High Basketball,,,False,New,New,,,,,4.1,,https://www.amazon.com/Nike-Jordan-Shoes-Black-Grey-white/dp/B0954RP4KV/ref=sr_1_244?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-244&xpid=9wbIeO2E2wuAq,B0954RP4KV,10.5,,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mens Low SE Oxidized Green Shoes,Air Jordan 1 Mens Low SE Oxidized Green Shoes,,,False,New,New,,,,,,Revel Commerce,https://www.amazon.com/Jordan-Mens-Oxidized-Green-FQ7687-300/dp/B0DBFHLL9T/ref=sr_1_269?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-269&xpid=9wbIeO2E2wuAq,B0DBFHLL9T,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Low SE Big Kids' Shoes (HF3188-102, White/Dark Pony/Black)","Air Jordan 1 Low SE Big Kids' Shoes (HF3188-102, White/Dark Pony/Black)",75.79,75.79,True,New,New,HF3188-102,HF3188-102,HF3188-102,,5,ScarpaSoles,https://www.amazon.com/dp/B0DYZ27H3F,B0DYZ27H3F,4 Big Kid,unisex-child,1,10,True
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 7,Retro OG '92 Air Jordan 7 - Cardinal by Nike,Retro OG '92 Air Jordan 7 - Cardinal by Nike,,,False,New,New,,,,,5,JD FASHION ME,https://www.amazon.com/AIR-JORDAN-7-RETRO-CARDINAL/dp/B0BNW1DFXD/ref=sr_1_264?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-264&xpid=9wbIeO2E2wuAq,B0BNW1DFXD,9,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 3,"Air Jordan 3 Retro ""Pure Money"" (2025)","Air Jordan 3 Retro ""Pure Money"" (2025)",230,230,True,New,New,,,,,4.2,TRJ Logistics LLC,https://www.amazon.com/Air-Jordan-Retro-Pure-Money/dp/B0FHC31LXK/ref=sr_1_139?dib=eyJ2IjoiMSJ9.gLZLTlBqcDV8XGrPTDex7TXxc7tmHc8MLSimxyR5tHoBjq_d2f7sMoQzTH8qgkozXgbpIJM6iSX442MpPL5VWn4yLFc-ofRuwYYALWZG5PcAXCGsoG0L1qV2p7WX936LLToH5sb0uiRyFf3TXsybKIPhKw-3e3Fvr_5jfz0jF4vDGYChI72NRtU0_-xwKHPPF_0hiKKP3qoPa3aUn6q418RHDm7mnoLXnoyVpI8IlebjYYds1u4upgOA75q3edv947sVi7-F6XjFrrrodrDwW201XCcBGHPwzamMhZ_Jf0o.R17Ew4oDzvc8gqS3aGPUd8nhGZoDEaCjWdemRs8ffHk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303127&sr=8-139&xpid=VT6rjyCaKyjMi,B0FHC31LXK,12,"Adults, Unisex",1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 11,Nike Air Jordan 11 Retro Le - Black / True Red / Multicolor,Nike Air Jordan 11 Retro Le - Black / True Red / Multicolor,,,False,New,New,,,,,,ShopSW,https://www.amazon.com/Jordan-Mens-919712-Bred-2021/dp/B09HCX1S5C/ref=sr_1_284?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-284&xpid=9wbIeO2E2wuAq,B09HCX1S5C,,Adult / Unisex,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 4,Air Jordan 4 Retro OG Big Kids' Shoes Black/Fire Red-Deep Royal Blue,Air Jordan 4 Retro OG Big Kids' Shoes Black/Fire Red-Deep Royal Blue,218,218,True,New,New,,,,,4.1,Stadium Goods,https://www.amazon.com/Jordan-Retro-Shoes-Black-Red-Deep/dp/B0FHJG1T9L/ref=sr_1_160?dib=eyJ2IjoiMSJ9.dW7uN_-uqVtG34xNnTWLmPgaGdTF5XGbZDxrwYJb4rY2XeGdAWt_9X5_hPBUPz0FZQXLaz4HO6Q7uc5sujHjke-XEqO55fdWxlEZdl90kluS-3PdkjFj57IfmqBJIiN6W_ozMZcc8-027xpkNqLxtZGw79oOp8peOW7YTl0QbKbB2Z86ARQE1DY5bBlc6wB361fVvUwotIgwdBGQNlgNrPQ0TQnOltpLnBO2c5yxgppNuxQeh2DRV6e_ciSNg4_OEmfO0Dnrr6pjK146Odq7SgKh_AcweO05XE3blj6Rf7E.oH-YA9Od4z0-58RwPXCbk2lCJr8kw8_-_zSTq3V45Hk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303139&sr=8-160&xpid=VT6rjyCaKyjMi,B0FHJG1T9L,6 Big Kid,unisex-child,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Big Kid's Air 1 Retro High OG Black/Royal Blue-White (FD1437 042),Jordan Big Kid's Air 1 Retro High OG Black/Royal Blue-White (FD1437 042),,,False,New,New,,,,,4.3,Kicks Store WA,https://www.amazon.com/dp/B0CLZ7XJ7V,B0CLZ7XJ7V,7 Toddler,boys,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Nike Mens Jordan Max Aura 5,Nike Mens Jordan Max Aura 5,86.16,86.16,True,New,New,DZ4353,DZ4353,DZ4353,,4.5,DCZAPATOS,https://www.amazon.com/dp/B07YBGPFY8,B07YBGPFY8,8,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Rust Pink Air Jordan 1 Low GS,Rust Pink Air Jordan 1 Low GS,90,90,True,New,New,553560-165,553560-165,553560-165,,3.9,4thOctober,https://www.amazon.com/dp/B0DYZ2T881,B0DYZ2T881,5 Big Kid,girls,1,10,True
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 6,Nike WMNS Air Jordan 6 Retro Single's Day - Black,Nike WMNS Air Jordan 6 Retro Single's Day - Black,,,False,New,New,,,,,3.9,ShopSW,https://www.amazon.com/dp/B08P4896K8,B08P4896K8,6.5,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's Air Jordan 1 Low Sneaker,Nike Women's Air Jordan 1 Low Sneaker,,,False,New,New,,,,,4.5,The Most Hated Footwear Haven,https://www.amazon.com/Jordan-Women-White-Black-Black-DC0774-101/dp/B0C3JZRLP6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-5,B0C3JZRLP6,,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 12,Kids' Air Jordan 12 Retro (PS),Kids' Air Jordan 12 Retro (PS),110,110,True,New,New,,,,,3.8,Kix n Gigglez,https://www.amazon.com/Jordan-Retro-Games-Varisty-Leather/dp/B01FE8AHTQ/ref=sr_1_174?dib=eyJ2IjoiMSJ9.dW7uN_-uqVtG34xNnTWLmPgaGdTF5XGbZDxrwYJb4rY2XeGdAWt_9X5_hPBUPz0FZQXLaz4HO6Q7uc5sujHjke-XEqO55fdWxlEZdl90kluS-3PdkjFj57IfmqBJIiN6W_ozMZcc8-027xpkNqLxtZGw79oOp8peOW7YTl0QbKbB2Z86ARQE1DY5bBlc6wB361fVvUwotIgwdBGQNlgNrPQ0TQnOltpLnBO2c5yxgppNuxQeh2DRV6e_ciSNg4_OEmfO0Dnrr6pjK146Odq7SgKh_AcweO05XE3blj6Rf7E.oH-YA9Od4z0-58RwPXCbk2lCJr8kw8_-_zSTq3V45Hk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303139&sr=8-174&xpid=VT6rjyCaKyjMi,B01FE8AHTQ,2 Little Kid,unisex-child,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mid SE Men's Shoes (IB7403-224, Flax/Sesame/Coconut Milk/University Gold)","Air Jordan 1 Mid SE Men's Shoes (IB7403-224, Flax/Sesame/Coconut Milk/University Gold)",,,False,New,New,,,,,4,DCZAPATOS,https://www.amazon.com/JORDAN-FLAX-UNIVERSITY-GOLD-SESAME-COCONUT-MILK/dp/B0F695RFMG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-19,B0F695RFMG,10,,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,NIKE Air Jordan 1 Mid Men's Trainers Sneakers,NIKE Air Jordan 1 Mid Men's Trainers Sneakers,,,False,New,New,,,,,5,RavinBis,https://www.amazon.com/dp/B0F5RZNV6B,B0F5RZNV6B,9.5,mens,1,10,False
